Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,1st phase—special contingent (Madeira Island),2,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,5,8,5,13.166666666666666,2,0,5,5,5,12.8,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.015207073326079311
Single,2nd phase—general contingent,6,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Scientific Specialists,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,11,5,10.8,0,0,6,12,5,11.333333333333334,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.3266204875569889
Single,2nd phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,General commerce course,12th Year—not completed,Service/Sales/Security,Technicians & Professionals,No,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,8,3,12.0,0,0,5,7,5,12.833333333333334,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,-0.1916806983851333,0.59999999988,0.9999999998,0.43042495896729255
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Technicians & Professionals,No,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,8,6,13.958333333333334,0,0,8,8,8,14.71875,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.8150411967345693,0.8571428570204082,0.999999999875,0.4051947054995101
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,9,4,13.0,0,0,6,9,4,12.25,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-0.1916806983851333,0.6666666665555555,0.6666666665555555,-0.11743197347597545
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.28524499367588174,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,8,8,7,14.0,0,0,8,8,7,14.0,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Technicians & Professionals,Yes,Yes,No,Yes,Female,No,-0.8239760892617984,No,0,6,10,6,12.571428571428571,0,0,6,11,6,12.571428571428571,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.14207920504978297
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Can read (no 4th year),Secondary Education,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,6,4,12.0,0,0,6,11,3,11.333333333333334,0,-0.17500679380951956,0.6,0.8891263042772198,Dropout,-0.35946768090508374,0.6666666665555555,0.49999999991666666,-0.0885973980842243
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,2.1339467985720155,No,2,8,8,8,13.625,0,1,7,7,7,14.0,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.9828281792545197,0.999999999875,0.9999999998571428,0.27183479431266216
Single,2nd phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,7,4,12.5,0,0,5,8,4,10.0,1,-1.4890428695279747,2.6,0.14012166938988344,Graduate,-0.1916806983851333,0.79999999984,0.79999999984,-0.722958056702745
Single,Holders of other higher courses,1,Basic Education,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,1.0247257156343352,No,14,15,25,14,12.428571428571429,1,8,14,22,11,11.909090909090908,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,2.6606980044540243,0.9333333332711111,0.7857142856581633,-0.03766879739230115
Single,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Higher Education Degree,Service/Sales/Security,Scientific Specialists,No,No,No,Yes,Female,No,-0.26936554779295835,No,3,7,8,7,13.3875,0,2,8,8,8,15.9,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,1.0114416531110741
Single,3rd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,7,8,6,12.648333333333332,0,0,8,9,8,12.205555555555556,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.8150411967345693,0.8571428570204082,0.999999999875,-0.011128505531719691
Single,1st phase—special contingent (Azores Island),2,Social Service,Daytime,Secondary education,Portuguese,Cannot read/write,Basic Edu 2nd Cycle,Scientific Specialists,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.0885973980842243
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Master’s Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Female,No,-0.8239760892617984,No,0,5,12,5,12.8,2,0,5,10,5,11.857142857142858,1,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.14389326665476757,0.9999999998,0.9999999998,-0.18416341938259911
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Other—11th Year,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,8,6,11.333333333333334,0,0,6,11,6,10.833333333333334,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.030928247300722637
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,No,Female,No,-0.6391059087721851,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,6,6,14.166666666666666,0,0,6,9,6,13.0,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.2616048504347299
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,6,6,12.833333333333334,0,0,6,6,6,13.833333333333334,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.4880941097507942
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,-0.6391059087721851,No,0,7,11,4,12.0,0,0,7,9,6,11.833333333333334,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,0.14389326665476757,0.5714285713469388,0.8571428570204082,0.08441005426628131
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,6,6,13.0,0,0,6,7,6,13.142857142857142,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.19150990572135584
Single,2nd phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,8,6,13.39,0,0,8,10,7,12.757142857142856,0,-0.17500679380951956,0.6,0.8891263042772198,Enrolled,0.6472542142146189,0.8571428570204082,0.874999999890625,-0.07689879892528607
Single,2nd phase—general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,No,Female,No,-0.8239760892617984,No,0,6,6,6,12.333333333333334,0,0,6,8,5,13.6,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.5803647510043969
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,Yes,-0.26936554779295835,No,1,6,8,6,12.571428571428571,1,0,6,8,6,11.625,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.18539918689938828
Single,1st phase—special contingent (Azores Island),5,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3150866574002886
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,8,5,13.0,0,0,6,8,4,10.75,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-0.02389371586518287,0.8333333331944445,0.6666666665555555,-0.6364543305274923
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,7,3,12.333333333333334,0,0,5,7,4,10.25,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-0.35946768090508374,0.59999999988,0.79999999984,-0.5787851797439906
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Student,Other Situation,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,6,6,13.166666666666666,0,0,6,8,5,14.2,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,0.311680249174718,0.9999999998333333,0.8333333331944445,0.49962793990749454
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,5,7,5,13.333333333333334,0,0,5,6,5,13.6,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.23434984630338565
Single,1st phase—general contingent,2,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,5,9,4,13.0,0,0,5,8,5,13.142857142857142,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-0.02389371586518287,0.79999999984,0.9999999998,0.19150990572135584
Married,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,1.5793362571031753,No,0,7,21,5,10.9,3,0,8,21,3,11.7,1,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-0.1916806983851333,0.7142857141836735,0.374999999953125,0.4188911288105916
Single,Transfer,1,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Scientific Specialists,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,8,2,11.5,0,0,5,10,3,10.857142857142858,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,-0.6950416459449846,0.39999999992,0.59999999988,-0.0803589479722955
Single,1st phase—special contingent (Madeira Island),1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,7,6,15.857142857142858,0,0,6,6,6,16.0,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.19150990572135584
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Student,Other Situation,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,5,5,5,12.6,0,0,5,9,3,13.0,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-0.1916806983851333,0.9999999998,0.59999999988,0.2804851669301876
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,8,6,14.0,0,0,6,7,6,14.571428571428571,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.339802007736075
Facto Union,Holders of other higher courses,1,Equiniculture,Daytime,Higher education—degree,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,No,Female,No,0.8398555351447219,No,1,5,8,3,14.666666666666666,2,0,5,7,2,13.0,2,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.6950416459449846,0.59999999988,0.39999999992,-0.43461230278523555
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,6,6,13.666666666666666,0,0,6,6,6,14.0,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.2574175066167869
Single,1st phase—general contingent,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Female,No,1.7642064375927886,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Machine Operators,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,8,8,7,12.628571428571428,0,0,8,8,7,12.628571428571428,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,8,8,7,14.232857142857142,0,0,8,8,7,14.232857142857142,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,6,6,15.0,0,0,6,7,6,14.0,0,1.476924272807967,2.8,-1.7896667428492534,Enrolled,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.20393569965122826
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,15,2,10.0,0,0,6,12,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.198402593504836,0.33333333327777775,0.0,-3.3180698419603294
Single,2nd phase—general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,11,4,12.25,0,0,6,10,4,11.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-0.1916806983851333,0.6666666665555555,0.6666666665555555,-0.2904394258264811
Single,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Education 3rd Cycle,ICT Technicians,Subsistence Farmers,No,No,Yes,No,Female,Yes,0.28524499367588174,No,0,6,6,6,13.5,0,0,6,6,6,13.0,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.030928247300722637
Single,2nd phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,8,5,12.2,0,0,6,7,6,11.5,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,-0.10013122824092463
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,Yes,Yes,Female,No,-0.26936554779295835,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-0.17500679380951956,0.6,0.8891263042772198,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,2,7,11,6,12.0,0,5,9,9,8,12.75,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.8150411967345693,0.8571428570204082,0.8888888887901234,0.4015903835755414
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Spanish,Bachelor’s Degree,Higher Education Degree,Service/Sales/Security,Scientific Specialists,Yes,No,No,Yes,Female,No,-0.6391059087721851,Yes,0,7,9,5,12.32,0,0,7,9,5,11.9,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,0.14389326665476757,0.7142857141836735,0.7142857141836735,-0.0032470549246417135
Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,2.1339467985720155,No,0,7,11,6,12.35,0,0,7,12,5,12.5,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.311680249174718,0.8571428570204082,0.7142857141836735,0.1939814407549348
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Armed Forces,Unskilled Workers,No,No,No,Yes,Male,No,2.1339467985720155,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,Yes,-0.4542357282825717,No,0,6,7,6,11.333333333333334,0,0,6,10,4,10.571428571428571,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,0.14389326665476757,0.9999999998333333,0.6666666665555555,-0.12155119853194016
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 2nd cycle,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,Yes,No,Male,No,1.2095958961239486,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,No,Yes,No,Male,No,0.8398555351447219,No,3,6,8,5,11.6,0,2,6,9,5,12.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.2804851669301876
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Male,No,1.949076618082402,No,0,5,10,4,12.0,0,0,5,8,3,13.666666666666666,1,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-0.35946768090508374,0.79999999984,0.59999999988,0.7187707128848014
Married,Ordinance No. 612/93,1,Management,Daytime,Higher education—bachelor’s degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,No,Male,No,2.1339467985720155,No,12,15,17,12,11.75,0,9,14,16,9,12.22222222222222,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,1.9895500743742225,0.7999999999466667,0.6428571428112245,0.3054751322697041
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Master’s Degree,Bachelor’s Degree,Armed Forces Sergeants,Admin/Commercial Directors,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,8,5,12.8,0,0,6,10,5,11.6,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,0.14389326665476757,0.8333333331944445,0.8333333331944445,-0.27313868059143087
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Male,No,0.6549853546551084,No,0,5,7,3,11.333333333333334,0,0,5,7,3,13.666666666666666,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-0.5272546634250341,0.59999999988,0.59999999988,0.9494473160188087
Single,Change in course,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Scientific Specialists,No,No,Yes,No,Male,No,0.8398555351447219,No,0,5,5,0,0.0,0,0,5,7,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,No,No,No,Yes,Male,No,-0.6391059087721851,No,0,5,5,5,10.8,0,0,5,5,4,12.25,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-0.02389371586518287,0.9999999998,0.79999999984,0.643800816866249
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Other—11th Year,Basic Edu 2nd Cycle,Administrative Staff,Machine Operators,Yes,No,No,Yes,Male,No,0.10037481318626838,No,1,6,10,5,12.5,0,1,6,8,2,13.5,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-0.35946768090508374,0.8333333331944445,0.33333333327777775,0.4880941097507942
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,0.8398555351447219,No,0,5,5,5,15.2,0,0,5,6,5,14.166666666666666,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.14389326665476757,0.9999999998,0.9999999998,-0.21546952980792858
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,Yes,Yes,Male,Yes,-0.4542357282825717,No,0,7,7,7,13.314285714285717,0,0,8,8,8,12.575,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,-0.11372467092560855
Single,3rd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Service/Sales/Security,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,6,12,12,11,13.090909090909092,0,5,11,12,11,12.083333333333334,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,2.157337056894173,0.9166666665902777,0.9999999999090909,-0.20655702468684203
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Unskilled Workers,Yes,No,Yes,No,Female,No,-0.6391059087721851,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-0.17500679380951956,0.6,0.8891263042772198,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,6,8,5,12.2,0,0,6,6,6,11.5,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,-0.10013122824092463
